A0A061ACU2	332	452	IDR
A0A061ACU2	594	616	IDR
A0A061ACU2	767	806	IDR
A0A061ACU2	1383	1505	IDR
A0A061ACU2	1542	1590	IDR
A0A061ACU2	1737	1814	IDR
A0A0K3AUE4	1	1827	IDR
A0A0K3AV08	1	70	IDR
A0A0K3AV08	497	1059	IDR
A0A0K3AWM6	1	39	IDR
A0A0K3AWM6	143	199	IDR
A0A0K3AWM6	555	570	IDR
A0A0K3AXH1	112	311	IDR
A0A0K3AXH1	614	652	IDR
A0A0K3AXH1	751	936	IDR
A0A0K3AXH1	1096	1569	IDR
A0A0K3AXH1	1629	1648	IDR
A0A131MCZ8	1	62	IDR
A0A131MCZ8	680	692	IDR
A0A131MCZ8	751	797	IDR
A0A1C3NSL9	1	890	IDR
A0A1C3NSL9	926	1366	IDR
A0A1C3NSL9	1606	1644	IDR
A3QM97	1	69	IDR
A3QM97	732	811	IDR
A5JYR4	1	45	IDR
A5JYR4	190	492	IDR
A5JYS0	399	426	IDR
A5JYW9	1	284	IDR
A5JYW9	372	473	IDR
A5JYW9	526	572	IDR
A5JYW9	839	851	IDR
A5JYW9	1350	1507	IDR
A5PEX5	190	209	IDR
A7DTF0	64	121	IDR
A7DTF0	310	337	IDR
A8WFJ9	1	103	IDR
A8WFJ9	214	342	IDR
A8WI68	917	932	IDR
B1Q236	1	23	IDR
B1Q236	208	221	IDR
B1Q236	577	730	IDR
B1Q257	1	88	IDR
B1Q257	1041	1067	IDR
B1V8A0	1	87	IDR
B1V8A0	245	324	IDR
B2D6K9	514	778	IDR
B2D6M2	1	17	IDR
B2D6P4	1	264	IDR
B2D6P4	453	508	IDR
B2FDA8	1	36	IDR
B2FDA8	313	340	IDR
B2FDA8	599	614	IDR
B2FDA8	963	979	IDR
B2FDA8	1112	1129	IDR
B2FDA8	1247	1261	IDR
B3WFY8	299	489	IDR
B6VQ60	98	200	IDR
B6VQ60	250	379	IDR
B7CED8	1	69	IDR
B7CED8	106	121	IDR
B7CED8	205	227	IDR
B7CED8	267	353	IDR
B7CED8	1061	1099	IDR
B7CED8	1149	1170	IDR
B7FAS6	86	455	IDR
B7WN72	332	429	IDR
B7WN72	536	1068	IDR
C4ALD5	1089	1198	IDR
C4ALD5	1529	1571	IDR
C4ALD5	1623	1805	IDR
C4ALD5	2084	2140	IDR
C6KRL6	168	389	IDR
C6KRN1	1	245	IDR
C7IVR4	1	65	IDR
C7IVR4	198	232	IDR
C7IVR4	387	401	IDR
C7IVR4	455	551	IDR
C7IVR4	1080	1095	IDR
C7IVR4	1133	1969	IDR
C7IVR4	2028	2049	IDR
C8JQR2	1	653	IDR
C8JQR2	731	819	IDR
C8JQR2	871	923	IDR
D0PV95	1	225	IDR
D0PV95	625	708	IDR
D0VWM8	1	56	IDR
D0VWM8	129	169	IDR
D0VWM8	331	414	IDR
D0Z5N4	565	767	IDR
D0Z5N4	861	891	IDR
D0Z5N4	957	1002	IDR
D0Z5N4	1487	1571	IDR
D3KZG3	1	72	IDR
D3KZG3	458	666	IDR
D3KZG3	900	1285	IDR
D9PTN5	1	317	IDR
D9PTN5	410	425	IDR
D9PTN5	685	737	IDR
D9PTN5	763	846	IDR
D9PTN5	928	943	IDR
E0AHA7	1	95	IDR
E0AHA7	650	664	IDR
E0AHA7	1808	1828	IDR
E0AHA7	1887	1901	IDR
E0AHA7	2147	2259	IDR
E0AHA7	2296	2326	IDR
E2JKY8	1	53	IDR
E2JKY8	757	772	IDR
E2JKY8	899	927	IDR
E2JKZ0	68	316	IDR
E2JKZ0	1020	1035	IDR
E2JKZ0	1162	1190	IDR
E7EAU8	1	23	IDR
E7EAU8	508	545	IDR
E7EM37	1	30	IDR
E7EM37	240	762	IDR
E7EM37	835	849	IDR
E9P860	1	36	IDR
E9P860	183	351	IDR
E9P860	525	697	IDR
E9P860	965	990	IDR
E9P860	1155	1178	IDR
E9P860	1242	1285	IDR
F3Y5P4	166	220	IDR
F3Y5P4	1088	1319	IDR
F5GUE5	1	127	IDR
F5GUE5	162	188	IDR
G1FC92	1	306	IDR
G4RT11	36	194	IDR
G4SLH0	1	73	IDR
G4SLH0	299	409	IDR
G4SLH0	467	588	IDR
G4SLH0	642	657	IDR
G4SLH0	1021	1061	IDR
G4SLH0	1118	1145	IDR
G4SLH0	1268	1386	IDR
G4SLH0	1585	1612	IDR
G4SLH0	1648	1678	IDR
G4SLH0	1795	1807	IDR
G4SLH0	1846	2207	IDR
G4SLH0	2266	2728	IDR
G4SLH0	2860	2909	IDR
G4SLH0	3273	3747	IDR
G4SLH0	4513	4702	IDR
G4SLH0	4743	5218	IDR
G4SLH0	5260	8497	IDR
G4SLH0	8560	8755	IDR
G4SLH0	9051	10288	IDR
G4SLH0	10535	12162	IDR
G4SLH0	12391	12433	IDR
G4SLH0	12534	13883	IDR
